"Customer Name","PO Number","SKU Code","Facility Name","Facility Location","PO Date","PO Expiry Date",HSN,"Item Code",Description,"Basic Rate",GST,"Net Landing Rate",MRP,"PO Quantity","Available Quantity","Unavailable Quantity"
Blinkit,3224310018427,4GH010C02602G0001,"HANDS ON TRADES PRIVATE LIMITED - Varanasi V1","HANDS ON TRADES PRIVATE LIMITED MADHAVAN WAREHOUSING LLP,Survey No. 753, Pargana – Kaswar Raja Tehsil- Rajatalab, Khajuri, Varanasi, Uttar Pradesh – 221307",15-07-2025,14-08-2025,70133700,10209164,"Ocean Lumi Borosilicate Glass Jar (Transparent, 750 ml)(Box)",414,18,488.52,760,18,0,18
Blinkit,3224310018427,B01712,"HANDS ON TRADES PRIVATE LIMITED - Varanasi V1","HANDS ON TRADES PRIVATE LIMITED MADHAVAN WAREHOUSING LLP,Survey No. 753, Pargana – Kaswar Raja Tehsil- Rajatalab, Khajuri, Varanasi, Uttar Pradesh – 221307",15-07-2025,14-08-2025,70133700,10209410,"Ocean Aloha Water Glass Set (360 ml, Transparent)(Box)",345.23,18,407.37,629,12,0,12
Blinkit,3226510013830,4GH009C034,"Moonstone Ventures LLP - Moonstone - Ludhiana L2","No-1838 Plot No,B-3 to B-8 & A4,Located at focal point,Ludhiana-141010",15-07-2025,14-08-2025,70133700,10153533,"Ocean Lumi Borosilicate Glass Bottle (1 L)",162.71,18,192,425,48,0,48
Blinkit,3226510013830,B02310,"Moonstone Ventures LLP - Moonstone - Ludhiana L2","No-1838 Plot No,B-3 to B-8 & A4,Located at focal point,Ludhiana-141010",15-07-2025,14-08-2025,70133700,10209370,"Ocean Pyramid Glass Set (300 ml, Transparent)(Box)",327.37,18,386.3,595,24,0,24
Blinkit,3226510013830,4GH009C035,"Moonstone Ventures LLP - Moonstone - Ludhiana L2","No-1838 Plot No,B-3 to B-8 & A4,Located at focal point,Ludhiana-141010",15-07-2025,14-08-2025,70133700,10209663,"Ocean Lumi Borosilicate Glass Bottle (Transparent, 1 ltr)(Box)",248.63,18,293.38,445,24,0,24
Blinkit,6769410014963,4GH010C04401G0001,"Moonstone Ventures LLP - Hyderabad H3","Survey Nos. 664 & 665, Lalgadi Malakpet Village, Shameerpet Mandal, Ranga Reddy District, Medchal-Malkajgiri District, Telangana State - 500101",15-07-2025,14-08-2025,70133700,10209138,"Ocean Lumi Borosilicate Glass Jar (Transparent, 1250 ml)(Box)",253.87,18,299.57,455,96,0,96
Blinkit,6769410014963,4GB006C04401G0001,"Moonstone Ventures LLP - Hyderabad H3","Survey Nos. 664 & 665, Lalgadi Malakpet Village, Shameerpet Mandal, Ranga Reddy District, Medchal-Malkajgiri District, Telangana State - 500101",15-07-2025,14-08-2025,70133700,10209132,"Ocean Lumi Borosilicate Glass Jar (Transparent, 1250 ml)(Box)",303.75,18,358.43,550,24,0,24
Blinkit,6769410014963,B02310,"Moonstone Ventures LLP - Hyderabad H3","Survey Nos. 664 & 665, Lalgadi Malakpet Village, Shameerpet Mandal, Ranga Reddy District, Medchal-Malkajgiri District, Telangana State - 500101",15-07-2025,14-08-2025,70133700,10209370,"Ocean Pyramid Glass Set (300 ml, Transparent)(Box)",327.37,18,386.3,595,12,0,12
Blinkit,6769410014981,BMHM500,"Moonstone Ventures LLP - Hyderabad H3","Survey Nos. 664 & 665, Lalgadi Malakpet Village, Shameerpet Mandal, Ranga Reddy District, Medchal-Malkajgiri District, Telangana State - 500101",15-07-2025,14-08-2025,70139900,10235010,"Pasabahce Homemade Glass Jar (Transparent, 500 ml, 2 pcs)(Box)",270.34,18,319,550,12,0,12
Blinkit,6769410014981,674117,"Moonstone Ventures LLP - Hyderabad H3","Survey Nos. 664 & 665, Lalgadi Malakpet Village, Shameerpet Mandal, Ranga Reddy District, Medchal-Malkajgiri District, Telangana State - 500101",15-07-2025,14-08-2025,70139900,10237122,"Pasabahce Barrel Whiskey Glass Set (340 ml, Transparent)(Box)",506.27,18,597.4,1030,8,0,8
Blinkit,6769410014981,1046272,"Moonstone Ventures LLP - Hyderabad H3","Survey Nos. 664 & 665, Lalgadi Malakpet Village, Shameerpet Mandal, Ranga Reddy District, Medchal-Malkajgiri District, Telangana State - 500101",15-07-2025,14-08-2025,70139900,10235014,"Pasabahce Weizen Glass Beer Glass (520 ml, Transparent)(Box)",304.75,18,359.6,620,6,0,6
Blinkit,6769410014981,BMHM1000,"Moonstone Ventures LLP - Hyderabad H3","Survey Nos. 664 & 665, Lalgadi Malakpet Village, Shameerpet Mandal, Ranga Reddy District, Medchal-Malkajgiri District, Telangana State - 500101",15-07-2025,14-08-2025,70139900,10235006,"Pasabahce Homemade Glass Jar (Transparent, 1000 ml, 2 pcs)(Pack)",393.22,18,464,800,6,0,6
Blinkit,8524810017468,4GB006C02601G0001,"Moonstone Ventures LLP - Chennai C5","Survey. No. 55-1A2A2, Popular Auto Parts, Poochi Athipattu Village, Uthukottai Taluk,Chennai, Tiruvallur, Tamil Nadu, 600052",15-07-2025,14-08-2025,70133700,10209130,"Ocean Lumi Borosilicate Glass Jar (Transparent, 750 ml)(Box)",269.63,18,318.16,485,24,0,24
Blinkit,8524810017468,4GH009C034,"Moonstone Ventures LLP - Chennai C5","Survey. No. 55-1A2A2, Popular Auto Parts, Poochi Athipattu Village, Uthukottai Taluk,Chennai, Tiruvallur, Tamil Nadu, 600052",15-07-2025,14-08-2025,70133700,10153533,"Ocean Lumi Borosilicate Glass Bottle (1 L)",162.71,18,192,425,24,0,24
Blinkit,8524810017468,4GH010C02602G0001,"Moonstone Ventures LLP - Chennai C5","Survey. No. 55-1A2A2, Popular Auto Parts, Poochi Athipattu Village, Uthukottai Taluk,Chennai, Tiruvallur, Tamil Nadu, 600052",15-07-2025,14-08-2025,70133700,10209164,"Ocean Lumi Borosilicate Glass Jar (Transparent, 750 ml)(Box)",414,18,488.52,760,18,0,18
Blinkit,8524810017468,B01712,"Moonstone Ventures LLP - Chennai C5","Survey. No. 55-1A2A2, Popular Auto Parts, Poochi Athipattu Village, Uthukottai Taluk,Chennai, Tiruvallur, Tamil Nadu, 600052",15-07-2025,14-08-2025,70133700,10209410,"Ocean Aloha Water Glass Set (360 ml, Transparent)(Box)",345.23,18,407.37,629,12,0,12
Blinkit,8524810017468,B00914,"Moonstone Ventures LLP - Chennai C5","Survey. No. 55-1A2A2, Popular Auto Parts, Poochi Athipattu Village, Uthukottai Taluk,Chennai, Tiruvallur, Tamil Nadu, 600052",15-07-2025,14-08-2025,70133700,10209412,"Ocean Pilsner Beer Glass Set (400 ml, Transparent)(Box)",407.7,18,481.09,748,8,0,8
Blinkit,8524810017468,5V2055801G0054,"Moonstone Ventures LLP - Chennai C5","Survey. No. 55-1A2A2, Popular Auto Parts, Poochi Athipattu Village, Uthukottai Taluk,Chennai, Tiruvallur, Tamil Nadu, 600052",15-07-2025,14-08-2025,70133700,10209135,"Ocean Divano Pitcher Water Glass Jug (1660 ml, Transparent)(Box)",445.5,18,525.69,820,6,0,6
